battle_id,player_1_deck,player_1_elixir,player_1_trophies,player_1_crowns,player_2_deck,player_2_elixir,player_2_trophies,player_2_crowns,winner,battle_duration_sec,game_mode,trophy_difference,battle_intensity,match_type
544,Royal Ghost|The Log|Heal Spirit|Mighty Miner|Barbarians|Goblinstein|Fireball|Giant,3.62,5836,0,Valkyrie|Tombstone|Skeletons|Fireball|Tornado|Musketeer|Night Witch|Miner,3.25,5548,3,player_2,102,Friendly,288,3,Slight Mismatch
545,Skeleton King|Wizard|Ice Spirit|Mega Knight|Royal Hogs|Goblins|Royal Delivery|Giant Skeleton,4.12,5855,0,Cannon|Electro Wizard|Witch|Elite Barbarians|Mother Witch|Barbarians|Phoenix|Balloon,4.5,3372,2,player_2,129,Challenge,2483,2,Heavy Mismatch
546,Lava Hound|Flying Machine|Archer Queen|Tesla|Knight|Monk|Ice Golem|Elite Barbarians,4.44,4947,3,Lightning|Prince|Minions|Rascals|Mortar|Fisherman|Elite Barbarians|Mega Minion,4.38,6927,2,player_1,108,Ladder,1980,5,Heavy Mismatch
547,Barbarians|Lightning|Arrows|Ice Spirit|Hog Rider|Flying Machine|Skeleton Barrel|Wizard,3.89,2218,0,X-Bow|Lightning|Heal Spirit|Little Prince|Goblin Gang|Bandit|Ram Rider|Elixir Collector,4.12,2450,0,draw,144,Friendly,232,0,Slight Mismatch
548,Miner|Royal Giant|Minion Horde|Royal Delivery|Rascals|Tesla|Tombstone|Sparky,4.38,5625,1,Goblins|Hog Rider|Mother Witch|Cannon Cart|Graveyard|Fireball|Electro Wizard|Ice Golem,3.75,3155,0,player_1,196,Ladder,2470,1,Heavy Mismatch
549,Sparky|Fire Spirit|Goblin Gang|Rascals|Skeleton King|Night Witch|Elixir Collector|Royal Delivery,4.12,5064,1,Goblin Cage|Mega Minion|Knight|The Log|Goblin Hut|Goblin Gang|Skeleton King|Ice Spirit,3.12,5580,3,player_2,295,Challenge,516,4,Heavy Mismatch
550,Prince|Lava Hound|Ram Rider|Valkyrie|Elixir Collector|Minion Horde|Fire Spirit|Cannon Cart,4.88,6340,3,Poison|Bomb Tower|Arrows|Battle Ram|Royal Hogs|Dark Prince|Bowler|Ram Rider,4.25,6964,0,player_1,252,Ladder,624,3,Heavy Mismatch
551,Fire Spirit|Goblin Barrel|Wall Breakers|Arrows|Bomber|PEKKA|Lightning|The Log,3.5,2533,0,Valkyrie|Royal Delivery|Furnace|Princess|Knight|Poison|Clone|Elite Barbarians,3.75,4076,2,player_2,225,Friendly,1543,2,Heavy Mismatch
552,Tombstone|Poison|Archer Queen|Lava Hound|Barbarians|Hog Rider|Giant|Furnace,4.62,2045,2,Inferno Dragon|Royal Hogs|Lumberjack|Knight|Valkyrie|Bowler|Bomb Tower|Phoenix,4.12,3345,1,player_1,174,Challenge,1300,3,Heavy Mismatch
553,Skeleton Barrel|Flying Machine|Hog Rider|Valkyrie|Battle Ram|Rascals|Wall Breakers|Tornado,3.67,6088,3,Wizard|Ice Golem|Hog Rider|Three Musketeers|Phoenix|Zap|Poison|Miner,4.12,4495,0,player_1,128,Challenge,1593,3,Heavy Mismatch
554,Arrows|Royal Ghost|Mini PEKKA|Minions|Rascals|Lumberjack|Royal Delivery|Executioner,3.75,2428,0,Ice Spirit|Hunter|Archers|Valkyrie|Hog Rider|Archer Queen|Musketeer|Royal Hogs,3.75,2795,1,player_2,96,Friendly,367,1,Slight Mismatch
555,Flying Machine|Royal Hogs|Bomber|Electro Wizard|Arrows|Royal Recruits|Spear Goblins|PEKKA,4.33,4252,0,Wizard|Prince|Rascals|Minion Horde|Valkyrie|Mighty Miner|Executioner|Giant,4.75,4670,0,draw,113,Challenge,418,0,Slight Mismatch
556,Tombstone|Elite Barbarians|Firecracker|Electro Wizard|Bowler|Mega Knight|Goblin Hut|Musketeer,4.62,3742,0,Mother Witch|Goblinstein|Elite Barbarians|Skeletons|Magic Archer|Mega Minion|Freeze|Executioner,4.0,2784,2,player_2,110,Ladder,958,2,Heavy Mismatch
557,Heal Spirit|Poison|Ice Golem|Barbarians|Miner|Battle Ram|Zap|Mega Minion,3.0,6583,3,Barbarians|Royal Delivery|Mini PEKKA|Poison|Tombstone|Mother Witch|Rocket|Goblin Cage,4.12,3640,1,player_1,116,Tournament,2943,4,Heavy Mismatch
558,Poison|Rocket|Battle Ram|Skeleton King|Giant Skeleton|Ram Rider|Tesla|Graveyard,4.75,2656,2,Ice Golem|Bandit|Freeze|Spear Goblins|Princess|Goblins|Tombstone|Rascals,3.0,3313,0,player_1,61,Friendly,657,2,Heavy Mismatch
559,Lava Hound|Valkyrie|Furnace|Goblin Gang|Bandit|Mega Minion|Poison|Skeletons,3.62,3141,2,Inferno Dragon|Rocket|Mega Knight|X-Bow|Bomber|Earthquake|Lightning|Giant Skeleton,5.12,5862,1,player_1,259,Ladder,2721,3,Heavy Mismatch
560,Royal Champion|Goblin Cage|The Log|Minions|Cannon|Miner|Lumberjack|Goblin Gang,3.62,3098,2,Electro Wizard|Earthquake|Mega Minion|Freeze|Prince|Goblin Gang|Tombstone|Ice Golem,3.38,4801,2,draw,128,Challenge,1703,4,Heavy Mismatch
561,Valkyrie|Ice Golem|Battle Healer|Archer Queen|Magic Archer|Hog Rider|Elite Barbarians|Skeletons,3.75,6015,1,Graveyard|Freeze|Rascals|Royal Giant|Lumberjack|Royal Ghost|Bandit|Ice Golem,4.0,6569,1,draw,177,Tournament,554,2,Heavy Mismatch
562,Royal Delivery|Firecracker|Minions|Knight|Archers|Mother Witch|Mega Knight|Magic Archer,3.75,3265,2,Barbarians|Mega Minion|Ice Spirit|Zap|Sparky|Fire Spirit|Royal Recruits|Ram Rider,3.88,6120,1,player_1,121,Ladder,2855,3,Heavy Mismatch
563,Archers|Furnace|Lightning|Flying Machine|Mother Witch|Rascals|Giant|Wizard,4.44,3167,2,Goblin Hut|Mega Minion|Phoenix|Mortar|Archers|Fisherman|Spear Goblins|Firecracker,3.38,3593,2,draw,116,Friendly,426,4,Slight Mismatch
564,Flying Machine|Goblinstein|Battle Healer|Skeletons|Goblin Gang|Cannon|Prince|Mirror,3.33,3287,3,Royal Recruits|Zappies|Wall Breakers|Goblins|Royal Hogs|Mirror|Furnace|Goblinstein,3.75,3224,3,draw,179,Challenge,63,6,Balanced
565,Fisherman|Zap|Fire Spirit|Balloon|Battle Ram|Giant Skeleton|Minion Horde|Skeleton King,3.88,4204,2,Dark Prince|Witch|Battle Ram|Phoenix|Ice Golem|Executioner|Heal Spirit|Inferno Tower,3.75,5368,0,player_1,163,Friendly,1164,2,Heavy Mismatch
566,Prince|Skeleton Barrel|Royal Ghost|Bandit|Ice Golem|Royal Giant|Battle Healer|Heal Spirit,3.38,2536,2,Bomber|Tombstone|Rascals|Bandit|Graveyard|Wall Breakers|Ice Golem|Goblin Hut,3.5,4136,3,player_2,78,Ladder,1600,5,Heavy Mismatch
567,Royal Recruits|Furnace|Tesla|Fire Spirit|Goblin Barrel|Battle Healer|Goblin Cage|Lumberjack,4.0,5741,3,Electro Wizard|Mega Minion|Cannon|Valkyrie|Freeze|Battle Healer|Arrows|Witch,3.75,6770,0,player_1,276,Tournament,1029,3,Heavy Mismatch
568,Hog Rider|Bomb Tower|Goblin Gang|Three Musketeers|Elite Barbarians|Tesla|Ice Spirit|Elixir Collector,4.62,3941,0,PEKKA|Mini PEKKA|The Log|Mortar|Heal Spirit|Skeleton King|Archer Queen|Ice Spirit,3.5,2735,0,draw,130,Ladder,1206,0,Heavy Mismatch
569,Zap|Battle Ram|Firecracker|Goblin Barrel|Cannon Cart|Cannon|Skeletons|Wizard,3.25,6892,3,Valkyrie|Firecracker|Fireball|Skeletons|Skeleton Army|Phoenix|Sparky|Princess,3.5,2206,1,player_1,64,Ladder,4686,4,Heavy Mismatch
570,Mega Minion|Skeleton Army|Royal Ghost|Sparky|Princess|Barbarians|Minions|Rascals,3.88,2748,0,Musketeer|Night Witch|Elixir Golem|Skeletons|Fireball|Three Musketeers|Mega Minion|Prince,4.12,6281,0,draw,272,Challenge,3533,0,Heavy Mismatch
571,Princess|PEKKA|Mega Knight|Prince|Miner|Cannon|Bowler|Royal Ghost,4.5,5290,1,Inferno Tower|Dark Prince|Mighty Miner|Giant Skeleton|The Log|Musketeer|Tombstone|Fireball,4.0,2161,1,draw,185,Friendly,3129,2,Heavy Mismatch
572,Earthquake|Heal Spirit|Archer Queen|Rocket|Ice Wizard|Archers|Little Prince|Flying Machine,3.56,2834,1,Royal Ghost|Spear Goblins|Wizard|Valkyrie|Hunter|Ice Spirit|Wall Breakers|Royal Hogs,3.25,6337,3,player_2,166,Ladder,3503,4,Heavy Mismatch
573,Goblinstein|Ram Rider|Hog Rider|Arrows|Mini PEKKA|Poison|Tornado|Zappies,4.0,6320,3,Ice Golem|PEKKA|Freeze|Electro Wizard|Clone|Mighty Miner|Mortar|Hog Rider,4.0,2896,1,player_1,76,Ladder,3424,4,Heavy Mismatch
574,Arrows|Archer Queen|Musketeer|Hog Rider|Lumberjack|Tornado|Mini PEKKA|Minions,3.75,3364,3,Royal Giant|Cannon|Giant|Mega Minion|Hunter|Arrows|Furnace|Zappies,4.0,3347,2,player_1,92,Tournament,17,5,Balanced
575,Freeze|Mortar|Goblin Barrel|Goblin Cage|Lumberjack|Clone|Mini PEKKA|Minion Horde,3.88,6349,1,Witch|Musketeer|Goblinstein|Tesla|Fisherman|Hunter|Graveyard|Goblin Barrel,4.12,3010,1,draw,146,Tournament,3339,2,Heavy Mismatch
576,Wizard|Ice Golem|The Log|Goblin Hut|Battle Ram|Ram Rider|Goblin Barrel|Zappies,3.75,4314,3,Lava Hound|Lightning|Ice Wizard|Barbarians|X-Bow|Archers|Rascals|Minion Horde,5.0,6302,2,player_1,103,Friendly,1988,5,Heavy Mismatch
577,Monk|Archers|Rascals|Skeleton King|Ice Spirit|Mini PEKKA|Knight|Archer Queen,3.75,4010,3,Tombstone|Cannon|Elixir Golem|Ice Wizard|Heal Spirit|Ice Spirit|Rascals|Skeletons,2.5,5723,2,player_1,118,Friendly,1713,5,Heavy Mismatch
578,X-Bow|Mini PEKKA|Three Musketeers|Cannon|Ice Golem|Balloon|Hog Rider|Archers,4.5,3332,1,Inferno Dragon|Battle Healer|Goblin Gang|Mortar|Three Musketeers|Furnace|Mighty Miner|Elixir Golem,4.38,4422,0,player_1,65,Challenge,1090,1,Heavy Mismatch
579,PEKKA|Monk|The Log|Battle Ram|Ram Rider|Elixir Golem|Dark Prince|Executioner,4.38,5101,2,Flying Machine|Battle Healer|Electro Wizard|Monk|Valkyrie|Inferno Tower|The Log|Three Musketeers,4.56,5079,2,draw,112,Friendly,22,4,Balanced
580,Ice Spirit|Magic Archer|Barbarians|Heal Spirit|Goblin Barrel|Mini PEKKA|Inferno Tower|Royal Ghost,3.25,4447,2,Knight|Minions|Minion Horde|Zappies|PEKKA|Firecracker|Rascals|Tombstone,4.12,5688,1,player_1,282,Tournament,1241,3,Heavy Mismatch
581,Fireball|Flying Machine|Barbarians|Skeleton Army|Lightning|Valkyrie|Princess|Executioner,4.22,5391,2,Goblin Barrel|Graveyard|Dark Prince|Freeze|Witch|Battle Ram|Ice Spirit|Bowler,3.88,3006,3,player_2,187,Friendly,2385,5,Heavy Mismatch
582,Battle Healer|Princess|Rascals|Zap|Inferno Tower|Bomber|Mirror|Royal Delivery,3.25,4969,1,Elixir Collector|Zappies|Goblin Hut|Mirror|Goblinstein|Wall Breakers|Lightning|Archer Queen,4.25,4077,2,player_2,73,Ladder,892,3,Heavy Mismatch
583,Goblin Barrel|Goblinstein|Skeletons|Tornado|Baby Dragon|Cannon|Monk|Royal Delivery,3.38,4879,2,Royal Ghost|Hog Rider|Executioner|Mini PEKKA|Ice Spirit|Rascals|Battle Ram|Goblin Cage,3.75,4948,3,player_2,64,Friendly,69,5,Balanced
584,Tesla|Bowler|Goblin Barrel|Hunter|Tombstone|Magic Archer|Mother Witch|Night Witch,3.88,5097,0,Mini PEKKA|Lava Hound|Flying Machine|Royal Ghost|Giant Skeleton|Prince|Flying Machine|Elixir Collector,4.88,6524,2,player_2,184,Friendly,1427,2,Heavy Mismatch
585,Goblin Gang|Tesla|Ice Spirit|Rascals|Mortar|Battle Healer|Royal Ghost|Graveyard,3.62,6028,1,Wizard|Mega Knight|Lightning|Freeze|Goblin Hut|Arrows|Fisherman|Valkyrie,4.62,5557,0,player_1,177,Challenge,471,1,Slight Mismatch
586,Goblin Cage|Skeleton King|Graveyard|Rocket|Little Prince|Skeleton Barrel|Ice Spirit|Hog Rider,3.75,5563,2,Goblin Hut|Royal Giant|Flying Machine|Fisherman|Lumberjack|Rascals|Ice Golem|Baby Dragon,4.11,6405,0,player_1,127,Ladder,842,2,Heavy Mismatch
587,Ram Rider|Miner|Poison|Arrows|Minions|Skeletons|Royal Giant|Knight,3.5,4902,0,Wizard|Battle Healer|Rascals|Arrows|Mirror|Firecracker|Flying Machine|Skeletons,3.33,5748,0,draw,73,Challenge,846,0,Heavy Mismatch
588,Rascals|X-Bow|Valkyrie|Lightning|Electro Wizard|Inferno Dragon|Graveyard|Skeleton Army,4.62,4825,2,Night Witch|Hunter|Poison|Skeleton King|Bandit|Lightning|Bowler|X-Bow,4.5,4224,1,player_1,161,Tournament,601,3,Heavy Mismatch
589,Goblins|Wizard|PEKKA|Clone|Spear Goblins|Rocket|Graveyard|Mortar,4.25,2599,0,Archer Queen|Goblin Barrel|Goblin Cage|Goblinstein|Prince|Skeletons|Elixir Golem|Zappies,3.75,5391,1,player_2,91,Friendly,2792,1,Heavy Mismatch
590,Witch|Lightning|Cannon Cart|Elixir Collector|Skeletons|Skeleton Barrel|Graveyard|Ice Wizard,4.25,5286,0,Princess|Prince|Elite Barbarians|Flying Machine|Royal Delivery|Tornado|Magic Archer|Cannon,3.89,6164,0,draw,203,Friendly,878,0,Heavy Mismatch
591,Skeleton Barrel|Minions|Musketeer|Electro Wizard|Royal Recruits|Mighty Miner|Mirror|Hog Rider,3.75,4689,2,Flying Machine|Ram Rider|Flying Machine|Tornado|Bomb Tower|Bandit|Archers|Three Musketeers,4.38,2322,0,player_1,128,Tournament,2367,2,Heavy Mismatch
592,Flying Machine|Royal Delivery|Spear Goblins|Flying Machine|Ice Spirit|Little Prince|Executioner|Goblin Gang,3.12,3441,2,Mighty Miner|Three Musketeers|Night Witch|Fireball|Ice Golem|Giant|Goblins|Bomb Tower,4.25,4061,1,player_1,107,Challenge,620,3,Heavy Mismatch
593,Elite Barbarians|Flying Machine|Miner|Goblin Hut|Tombstone|Goblinstein|Giant Skeleton|Graveyard,4.56,6912,1,Night Witch|Wall Breakers|Spear Goblins|Goblin Cage|Goblinstein|Cannon|Inferno Dragon|Firecracker,3.38,6236,1,draw,96,Ladder,676,2,Heavy Mismatch
594,Balloon|X-Bow|Rascals|Musketeer|Royal Delivery|PEKKA|Elixir Golem|Skeleton King,4.62,2203,3,Sparky|Royal Ghost|Three Musketeers|Wall Breakers|Bomber|Battle Healer|Bowler|Mother Witch,4.5,2060,0,player_1,90,Challenge,143,3,Slight Mismatch
595,Ram Rider|Wall Breakers|Mother Witch|Arrows|Archers|Bandit|Rocket|Minion Horde,3.88,2462,1,Dark Prince|Archers|Lumberjack|Musketeer|Rascals|Princess|Executioner|Spear Goblins,3.75,6742,3,player_2,237,Challenge,4280,4,Heavy Mismatch
596,Hunter|The Log|Arrows|Barbarians|Royal Delivery|Mother Witch|Hog Rider|Giant Skeleton,3.88,3339,0,Royal Giant|Baby Dragon|Tesla|Mighty Miner|Royal Delivery|Barbarians|Goblin Barrel|Lava Hound,4.5,3715,2,player_2,152,Ladder,376,2,Slight Mismatch
597,Royal Delivery|Knight|Inferno Dragon|Inferno Tower|Clone|Battle Ram|Lava Hound|Tornado,4.0,5704,1,Phoenix|Skeletons|Heal Spirit|Witch|Poison|Bomb Tower|Goblin Hut|Cannon,3.38,3461,0,player_1,75,Friendly,2243,1,Heavy Mismatch
598,Ice Golem|PEKKA|Rocket|Earthquake|Inferno Dragon|Goblins|Mega Knight|Skeleton Barrel,4.25,4408,0,Bowler|Ice Wizard|Spear Goblins|Monk|Three Musketeers|Phoenix|Lightning|Arrows,4.62,3722,1,player_2,82,Challenge,686,1,Heavy Mismatch
599,Battle Ram|Wizard|Clone|Ice Wizard|Elite Barbarians|Valkyrie|Rascals|Mother Witch,4.25,3905,1,The Log|Executioner|Skeleton Barrel|Ram Rider|Hog Rider|Inferno Tower|Balloon|Ice Golem,3.88,3309,3,player_2,285,Tournament,596,4,Heavy Mismatch
600,Little Prince|Princess|Hog Rider|Sparky|Mega Minion|Zap|Inferno Dragon|Lightning,3.88,2454,2,Goblinstein|Zap|Skeleton King|Battle Ram|Cannon|Musketeer|Royal Champion|Lightning,4.38,5857,0,player_1,80,Ladder,3403,2,Heavy Mismatch
601,Firecracker|Flying Machine|Royal Hogs|Fisherman|Zappies|Giant|Wizard|Electro Wizard,4.11,4728,3,Giant|Bomb Tower|Furnace|Tornado|Earthquake|Skeleton Army|Prince|Poison,3.88,6815,0,player_1,65,Friendly,2087,3,Heavy Mismatch
602,Tornado|Mega Minion|Elixir Golem|Dark Prince|Valkyrie|Goblin Cage|Tesla|Poison,3.62,4947,0,Firecracker|Hunter|Mother Witch|Royal Giant|Rascals|Valkyrie|Zappies|Inferno Dragon,4.25,6831,3,player_2,83,Ladder,1884,3,Heavy Mismatch
603,Inferno Tower|Goblin Barrel|Magic Archer|Poison|Skeletons|Knight|Bomber|Skeleton Barrel,3.25,6181,1,Archer Queen|Elixir Golem|Goblinstein|Little Prince|Flying Machine|Mega Minion|Musketeer|Fireball,3.89,6892,1,draw,296,Tournament,711,2,Heavy Mismatch
604,Tornado|Lightning|Giant|Lumberjack|Barbarians|Poison|Skeleton Barrel|Rascals,4.38,4644,2,Cannon Cart|Mini PEKKA|Skeleton King|Bomber|Royal Giant|Goblinstein|Phoenix|Freeze,4.38,5135,1,player_1,60,Ladder,491,3,Slight Mismatch
605,Miner|Hog Rider|Cannon Cart|Executioner|Royal Delivery|Spear Goblins|Zap|Three Musketeers,4.12,4852,1,Goblin Gang|Fisherman|Bandit|Firecracker|Electro Wizard|Giant Skeleton|Lightning|Witch,4.12,4445,0,player_1,94,Ladder,407,1,Slight Mismatch
606,Miner|Executioner|Wall Breakers|Barbarians|Ice Spirit|Graveyard|Skeleton Army|Little Prince,3.38,3787,2,Lightning|Royal Champion|Firecracker|Battle Healer|Royal Delivery|Balloon|Dark Prince|Minion Horde,4.62,3134,2,draw,230,Challenge,653,4,Heavy Mismatch
607,Mirror|Fire Spirit|Royal Delivery|Archers|Earthquake|Heal Spirit|Inferno Dragon|Zap,2.38,4796,1,Ice Golem|Giant|Graveyard|Goblins|X-Bow|Archer Queen|Fireball|Musketeer,4.12,3642,3,player_2,203,Tournament,1154,4,Heavy Mismatch
608,Ice Golem|Electro Wizard|Cannon|Hunter|Royal Giant|Night Witch|Firecracker|PEKKA,4.12,6910,0,Royal Champion|Mega Knight|Furnace|Elixir Golem|Skeleton King|Battle Ram|Zappies|Earthquake,4.5,2392,2,player_2,185,Tournament,4518,2,Heavy Mismatch
609,Royal Delivery|Royal Champion|Graveyard|Magic Archer|Royal Giant|Mega Knight|Princess|Bomber,4.75,3045,2,Rascals|Firecracker|Tesla|Battle Healer|Fireball|Bomb Tower|Royal Ghost|Fire Spirit,3.62,2741,1,player_1,130,Tournament,304,3,Slight Mismatch
610,Princess|Zap|X-Bow|Ice Golem|Skeletons|Royal Recruits|Skeleton Barrel|Inferno Tower,3.62,2641,1,Little Prince|Three Musketeers|Freeze|Goblin Gang|Bomb Tower|Goblins|Mortar|Skeleton Barrel,4.0,5459,0,player_1,264,Ladder,2818,1,Heavy Mismatch
611,Bomber|PEKKA|Monk|Lumberjack|Battle Healer|Phoenix|Lightning|Fisherman,4.5,5976,2,Archers|Giant Skeleton|Royal Hogs|Ice Spirit|Goblin Barrel|Inferno Dragon|Tombstone|Witch,3.75,4467,1,player_1,160,Tournament,1509,3,Heavy Mismatch
612,Royal Giant|Ice Wizard|Earthquake|Poison|Flying Machine|Skeleton Army|Royal Delivery|Three Musketeers,4.33,6659,2,Wall Breakers|Wizard|Archers|Hog Rider|Spear Goblins|Giant|Minions|Goblin Gang,3.38,5862,3,player_2,102,Tournament,797,5,Heavy Mismatch
613,Flying Machine|Bomb Tower|Minion Horde|Monk|X-Bow|Flying Machine|Cannon Cart|Inferno Dragon,4.62,3766,0,Royal Champion|Ice Wizard|Princess|Skeletons|Graveyard|Rascals|Fire Spirit|Firecracker,3.62,2645,3,player_2,133,Tournament,1121,3,Heavy Mismatch
614,Tombstone|Cannon|Archers|Graveyard|Goblin Hut|Miner|Sparky|Goblin Gang,3.88,2962,2,Goblins|Cannon|Mortar|Elite Barbarians|Royal Hogs|Monk|Magic Archer|X-Bow,4.38,2548,2,draw,188,Challenge,414,4,Slight Mismatch
615,Archers|The Log|Fisherman|Mega Knight|Mirror|Balloon|Hog Rider|Inferno Dragon,3.62,4127,2,Battle Ram|Rascals|Elixir Collector|Miner|Executioner|Mega Minion|Fisherman|Three Musketeers,4.75,4875,3,player_2,159,Tournament,748,5,Heavy Mismatch
616,Barbarians|Goblin Barrel|Giant Skeleton|Royal Recruits|PEKKA|Archers|Royal Delivery|Royal Champion,5.12,3250,3,X-Bow|Skeleton King|Tesla|Valkyrie|Lumberjack|Mighty Miner|Inferno Tower|Dark Prince,4.38,3055,3,draw,224,Ladder,195,6,Slight Mismatch
617,Minion Horde|Royal Ghost|Mortar|Battle Ram|Mother Witch|Tesla|Heal Spirit|Elixir Collector,3.88,6726,1,Knight|Little Prince|Heal Spirit|Elixir Golem|Mighty Miner|Poison|The Log|Elixir Collector,3.25,3123,3,player_2,218,Challenge,3603,4,Heavy Mismatch
618,PEKKA|Rocket|Witch|Battle Healer|Archer Queen|Mega Knight|Skeleton Barrel|Tesla,5.12,6224,3,Monk|Tombstone|Prince|Mega Minion|Goblin Hut|Tesla|Skeletons|Firecracker,3.62,4722,3,draw,104,Tournament,1502,6,Heavy Mismatch
619,Royal Champion|Mighty Miner|Hunter|Dark Prince|Magic Archer|Royal Delivery|Electro Wizard|Princess,4.12,6398,0,Executioner|Elixir Golem|Rascals|Battle Ram|Goblinstein|Royal Recruits|Little Prince|Goblin Barrel,4.38,3755,3,player_2,124,Tournament,2643,3,Heavy Mismatch
620,Lightning|Mega Knight|Executioner|Heal Spirit|Bandit|Earthquake|Mother Witch|Balloon,4.25,5017,0,Clone|Inferno Dragon|Magic Archer|Arrows|Lava Hound|Tesla|Skeletons|Ram Rider,3.88,6576,3,player_2,210,Challenge,1559,3,Heavy Mismatch
621,Monk|Hog Rider|Elixir Collector|Spear Goblins|Bandit|Ram Rider|Archer Queen|Mighty Miner,4.25,3378,2,Sparky|Monk|Inferno Dragon|Spear Goblins|Flying Machine|Goblin Cage|Tornado|Lightning,4.22,3504,0,player_1,242,Tournament,126,2,Slight Mismatch
622,Skeleton Army|Royal Ghost|Furnace|Prince|Skeleton King|Musketeer|Elixir Collector|Cannon,4.0,4105,2,Royal Delivery|Zap|Fire Spirit|Miner|Inferno Dragon|Hog Rider|Ice Spirit|Goblins,2.62,5605,3,player_2,97,Ladder,1500,5,Heavy Mismatch
623,Goblins|Zap|Miner|Flying Machine|Rascals|Cannon|Clone|Firecracker,3.22,3574,2,Battle Ram|X-Bow|Flying Machine|Lava Hound|Goblins|Wall Breakers|Flying Machine|Battle Healer,4.12,6827,3,player_2,287,Ladder,3253,5,Heavy Mismatch
624,Skeleton King|Wall Breakers|Minion Horde|Giant Skeleton|Battle Healer|Freeze|Lava Hound|Mini PEKKA,4.5,2225,0,Royal Champion|Clone|Valkyrie|Goblin Barrel|Furnace|Battle Healer|Zappies|Magic Archer,4.12,3443,0,draw,102,Tournament,1218,0,Heavy Mismatch
625,Furnace|Baby Dragon|Fisherman|Bomber|Three Musketeers|Bowler|Ice Wizard|Giant Skeleton,4.62,3513,3,Skeleton King|Skeletons|Knight|Phoenix|Giant Skeleton|Graveyard|Archers|Bandit,3.62,5228,0,player_1,150,Ladder,1715,3,Heavy Mismatch
626,Magic Archer|Hunter|Bandit|Goblinstein|Fisherman|X-Bow|Elite Barbarians|Flying Machine,4.33,5023,2,Skeleton Army|Executioner|Elixir Collector|Tornado|Baby Dragon|Furnace|Goblin Gang|Barbarians,4.12,4111,2,draw,111,Challenge,912,4,Heavy Mismatch
627,Hog Rider|Princess|Skeleton Barrel|Valkyrie|Giant|Barbarians|Mortar|Hunter,4.0,6822,3,Minions|Ice Golem|Goblinstein|Valkyrie|Fireball|Elixir Golem|Mortar|Fisherman,3.5,3358,2,player_1,158,Tournament,3464,5,Heavy Mismatch
628,Barbarians|Musketeer|Mini PEKKA|Rascals|Bowler|Elite Barbarians|Giant|Heal Spirit,4.38,6917,1,Baby Dragon|Royal Hogs|Giant|Tornado|Mega Knight|Tesla|Royal Ghost|Ice Golem,4.12,6936,1,draw,196,Challenge,19,2,Balanced
629,Lava Hound|Ice Golem|Inferno Tower|Tombstone|Poison|Goblin Gang|Mega Minion|Hunter,3.88,5841,2,Royal Giant|Inferno Dragon|Furnace|X-Bow|Valkyrie|Royal Delivery|Miner|Mega Minion,4.12,2411,2,draw,293,Ladder,3430,4,Heavy Mismatch
630,Earthquake|Prince|Skeleton Army|Minions|Poison|Inferno Dragon|Flying Machine|Royal Giant,4.0,5383,2,Giant|Night Witch|Rocket|Tesla|Princess|Giant Skeleton|Bomber|The Log,4.12,6797,1,player_1,159,Tournament,1414,3,Heavy Mismatch
631,Mirror|Lightning|Furnace|Inferno Tower|Giant|Witch|Bomber|Freeze,4.12,2540,0,Skeletons|Battle Healer|Wall Breakers|Goblin Barrel|Giant|Inferno Dragon|Mortar|Baby Dragon,3.38,5984,0,draw,129,Challenge,3444,0,Heavy Mismatch
632,Tombstone|Wall Breakers|Mini PEKKA|Witch|Inferno Tower|The Log|Battle Healer|Phoenix,3.62,3614,1,Royal Delivery|Tesla|Bomber|Mortar|Baby Dragon|Lightning|Royal Ghost|Heal Spirit,3.5,3369,2,player_2,102,Ladder,245,3,Slight Mismatch
633,Flying Machine|Elite Barbarians|Lava Hound|Spear Goblins|Ram Rider|Hog Rider|Magic Archer|The Log,4.22,2009,3,Archers|Wizard|Musketeer|Royal Ghost|Inferno Tower|Mega Knight|Arrows|Fireball,4.25,6360,3,draw,291,Tournament,4351,6,Heavy Mismatch
634,Dark Prince|Princess|Goblin Gang|Inferno Dragon|Lumberjack|Phoenix|X-Bow|Skeleton Army,3.88,3661,3,Mega Minion|Minions|Firecracker|Royal Giant|Heal Spirit|Inferno Dragon|Phoenix|Balloon,3.62,6272,3,draw,70,Friendly,2611,6,Heavy Mismatch
635,Ice Golem|Poison|Royal Ghost|Executioner|Mega Knight|Phoenix|Fireball|Firecracker,4.0,2275,0,Mother Witch|Night Witch|Monk|Clone|Arrows|Archers|Poison|Royal Ghost,3.62,2364,2,player_2,254,Ladder,89,2,Balanced
636,Ice Golem|Prince|Arrows|Lumberjack|Heal Spirit|Musketeer|Bomb Tower|Ice Spirit,3.0,6896,2,Zap|Valkyrie|Fisherman|Miner|Giant Skeleton|Battle Ram|Tornado|Bomb Tower,3.62,5124,2,draw,184,Ladder,1772,4,Heavy Mismatch
637,Ice Spirit|Sparky|Balloon|Rocket|Electro Wizard|Phoenix|The Log|Witch,4.12,6533,3,Royal Hogs|Archer Queen|Tesla|Clone|Lava Hound|Firecracker|Ice Wizard|Goblin Gang,4.12,5560,0,player_1,271,Friendly,973,3,Heavy Mismatch
